Re,Im
-0.0007228033852,0
0.0003160614881,0.002487173782
-0.0007224689062,0.000227584609
-0.001441110963,0.0002138561565
-0.002098214636,0.0002952844518
-0.002536329653,0.0006376146707
-0.003079063459,0.0007399923939
-0.00393379434,0.001188529299
-0.004785181761,0.001691949006
-0.005847094154,0.002276574925
-0.007099148623,0.002879334504
-0.008798127766,0.003745059696
-0.01093986892,0.004849157463
-0.01397145783,0.006244852508
-0.01870423523,0.008327142641
-0.02731714788,0.01235395024
-0.04560533459,0.02473443696
-0.07996108376,0.1025018888
0.1175256155,0.05464732696
0.05323539344,0.01061329969
0.0361077002,0.006861588407
0.0286206198,0.005997862682
0.02460690721,0.005561643236
0.02208318311,0.005220082665
0.02035390598,0.004945200599
0.01901811439,0.004650490636
0.01793007959,0.004352400934
0.01685381784,0.004140490942
0.01576900133,0.004142374737
0.01465962674,0.004555030226
0.01387315862,0.005949657825
0.01552511166,0.008134122638
0.01875539968,0.006153902341
0.01817872225,0.0032203661
0.01661816535,0.001906347171
0.01524689658,0.002072955302
0.01506307864,0.00151147149
0.01419621706,0.001124684748
0.01339323203,0.0009323343687
0.01266582215,0.000862662458
0.01196238459,0.0008586368394
0.01136969851,0.0009078697304
0.01079298688,0.0009887048052
0.01027847429,0.001042789161
0.009777894708,0.001072692928
0.009270521463,0.00107167781
0.008721901511,0.001027253458
0.008114847837,0.0009884902714
0.007435913666,0.000952380124
0.006744651068,0.0009373393972
0.005945672568,0.0007796224052
0.004787664997,0.0006345854613
0.003171800173,0.001252186666
0.003020389278,0.001997763443
0.002178860724,0.001633975882
0.0008474317942,0.001572710675
-0.000693509505,0.001629417585
-0.002497043095,0.001786139687
-0.004617181013,0.002067164694
-0.007104817102,0.002532125589
-0.0101143323,0.003189386625
-0.01375464405,0.00423225176
-0.01820845878,0.005785871778
-0.02378910102,0.008017686732
-0.03115427837,0.01144113379
-0.04132585159,0.01714296569
-0.05596746471,0.0279255843
-0.07682632794,0.0511838617
-0.09988591306,0.1091531828
-0.04770564214,0.2457525886
0.2024217656,0.1697501068
0.1306477361,0.03293126158
0.09278705466,0.01657412277
0.07437609879,0.01060175837
0.06320587966,0.007848819112
0.05585375781,0.006368483226
0.05068914433,0.005375391067
0.04683289251,0.004560052919
0.04367896977,0.003827716456
0.0410260855,0.003307279347
0.03874035999,0.002929475009
0.03674480038,0.002667814833
0.03487609738,0.002551837815
0.03307868304,0.002760116971
0.03158149063,0.003479253197
0.03077104943,0.004624833573
0.03093907525,0.005834953004
0.03209999418,0.006671448609
0.03520930757,0.005355882263
0.03472069857,0.001345391004
0.032559128,-0.0004211469999
0.03064004764,-0.001126045362
0.02905754771,-0.00135493733
0.02773011031,-0.001358982038
0.02661868743,-0.001237052585
0.025631614,-0.001068840817
0.02476904195,-0.0008318157483
0.02399266329,-0.0005647006788
0.02330566591,-0.000251056162
0.02266248015,8.52547176E-05
0.02209473583,0.0005051627113
0.02167768748,0.0009595090274
0.02129674234,0.001385138539
0.02093162883,0.001987638855
0.02120847789,0.002883758136
0.02195640399,0.0024309382
0.02130901531,0.002195090646
0.02103845089,0.002427243547
0.02089293336,0.00262899552
0.02085048473,0.002791335768
0.0208256972,0.002878829462
0.02077863994,0.002883930978
0.02071688308,0.00287079285
0.02060154881,0.002832012284
0.02048984765,0.002810911999
0.02038500854,0.002756319182
0.0202359992,0.002662662604
0.02007206539,0.002585995315
0.01992242698,0.002487109773
0.01976147289,0.002311566439
0.01953915702,0.002042852955
0.01915575334,0.001638277763
0.01839995168,0.001307381298
0.0175433786,0.001288992837
0.01673848357,0.001489093974
0.01604988161,0.001737448021
0.01532095071,0.001971329919
0.01446502038,0.002214203431
0.01333273331,0.002625125365
0.01203983252,0.003463842472
0.01074516608,0.004899106321
0.009905542972,0.007028875752
0.009772384257,0.009420858075
0.01021706387,0.01219236025
0.01219015622,0.01545151945
0.01689986767,0.01760021534
0.02289824053,0.01494313878
0.02374429566,0.008368167501
0.01991100493,0.00466062909
0.01574889233,0.004916947858
0.01392982669,0.006114742281
0.01184383127,0.006865574044
0.009174371582,0.008283789913
0.006103724799,0.01112357214
0.003232875348,0.01613779202
0.002045255087,0.02414753483
0.005561598411,0.03462059117
0.0159982689,0.04383873865
0.03424025231,0.04664989662
0.05058265505,0.03162298805
0.04760371134,0.01576372261
0.0419445294,0.01006224703
0.03804579552,0.007713581727
0.03534503499,0.006685936999
0.03354155786,0.006254522958
0.0324260992,0.006093782359
0.032003178,0.005803290515
0.03165162447,0.004843852144
0.03050604941,0.004010546721
0.02958841388,0.003764852645
0.02881667424,0.00357292592
0.02816932658,0.003438067649
0.02756133994,0.003338212858
0.02696837807,0.003326637721
0.02639667394,0.003415255462
0.02592602234,0.003694797061
0.02579647623,0.004112872971
0.02602429724,0.004205129144
0.02607126788,0.003905620613
0.02584880461,0.003643187774
0.02555686089,0.003505126787
0.02529386204,0.003422968422
0.02499403366,0.003410497162
0.02475190812,0.003527274575
0.02474600184,0.003646370358
0.02469540264,0.003458596794
0.02447523077,0.00337507696
0.0242777161,0.003348161376
0.02410042439,0.003341747205
0.02393032902,0.003371758002
0.02378335429,0.003388303789
0.02365014467,0.003426840856
0.02351603703,0.003454376775
0.02342837582,0.003499307499
0.02332954327,0.003514237303
0.02322633001,0.003540846709
0.02312332644,0.003575471455
0.02304481867,0.003618302996
0.02298496574,0.003678825644
0.02295810105,0.003714854023
0.02295036682,0.003723354461
0.02294468847,0.003658544556
0.02282393112,0.003579713506
0.02272470502,0.003607002507
0.0226648141,0.003605525557
0.02261796349,0.003582760475
0.0225348486,0.003552437801
0.02244924326,0.003514100548
0.02233221171,0.003503387724
0.02222693954,0.003507355127
0.02213873434,0.003520889274
0.02204586277,0.003531503711
0.02197647957,0.003538688645
0.02192242959,0.003519303681
0.02181734432,0.003454581907
0.02167188149,0.003414213848
0.02146794391,0.003424335968
0.02130242982,0.003528954757
0.02121457562,0.003635831896
0.02121793219,0.00368425898
0.02107689869,0.003621790998
0.02090881361,0.003697597112
0.02078266053,0.003802177534
0.02071723712,0.003927668874
0.02071625705,0.004020089912
0.02074760272,0.004044362335
0.02074617592,0.003948087855
0.02061361361,0.003774381022
0.0202619142,0.003678704844
0.0198757344,0.003842832018
0.01966670803,0.004117354723
0.01954437193,0.004364998692
0.01948478643,0.004592532516
0.01943725357,0.004799410698
0.01940554169,0.004982174485
0.0193850984,0.00516795561
0.01939381727,0.005345390906
0.01941431222,0.005519043038
0.01944264626,0.005670486983
0.01949061825,0.005815639076
0.01954485057,0.005949051926
0.01960326605,0.006068865291
0.01968386162,0.006183349405
0.019788137,0.006263273353
0.01988587704,0.006315801555
0.01997754061,0.006322065295
0.02002560529,0.006296952592
0.02001961848,0.006282172839
0.02001204987,0.006300075915
0.02000439009,0.006330220048
0.02000998335,0.006351582636
0.02001038906,0.00637675384
0.02000791532,0.006395124541
0.02001705509,0.006394749986
0.0199672597,0.006382660119
0.0199202146,0.006412406524
0.01988283197,0.006442182559
0.0198378549,0.006473995478
0.01978088293,0.006513681664
0.01973263895,0.00655038128
0.0196861439,0.006609220707
