Re,Im
-0.0003342140707,0
1.330725694E-05,-0.0003821029915
-0.0007776187604,-0.0001423942206
-0.001103628338,-7.725997478E-05
-0.001222690598,0.00036930929
-0.001652154557,0.0002658579957
-0.00233891413,0.0003439729835
-0.0028636535,0.0007524707764
-0.003615619186,0.001184118678
-0.004430832356,0.001656064979
-0.005358389431,0.002210208867
-0.006659798636,0.002824545293
-0.008375090323,0.003682336438
-0.01084287876,0.004823909145
-0.01470222731,0.006470505957
-0.02157765149,0.009848205566
-0.03635724392,0.01974952206
-0.0644601807,0.08259480111
0.096001584,0.04488431875
0.04418076191,0.008836320287
0.03044535164,0.005697881968
0.02449674378,0.004949274747
0.02138053189,0.00455875413
0.01944543301,0.004373951559
0.01825071595,0.004171949059
0.01737160875,0.003943472008
0.01671411846,0.003754206679
0.0161600891,0.003566591902
0.01560725863,0.003508162739
0.01509278934,0.00368564438
0.01473664997,0.004496176364
0.01600395485,0.005825479709
0.01829852536,0.004385620526
0.01803416656,0.002408524311
0.01719923413,0.00155546611
0.01656269313,0.001623804378
0.01676988546,0.001031726663
0.01633553918,0.0006975846971
0.01605205753,0.0005538974926
0.01580008565,0.0004891571998
0.01560919295,0.00047758173
0.01551946521,0.0005518855381
0.01552020825,0.0006472926703
0.01555973488,0.000753635992
0.0156986882,0.0008763631797
0.01590499923,0.0009987146722
0.01619117646,0.001116749278
0.01654995824,0.001244513878
0.01698104217,0.00131900069
0.01749096968,0.00143143624
0.01814847365,0.001480374918
0.01898283322,0.001545360515
0.02023719505,0.001101435801
0.02049372844,0.000297287147
0.02110998874,0.0003102479693
0.02201751051,6.359406495E-05
0.02298041637,-0.000322063733
0.02407424956,-0.000770813652
0.02527535914,-0.001357630636
0.02657719001,-0.002022216306
0.02813691878,-0.002730091929
0.03003310641,-0.003627013504
0.03236191267,-0.004764292116
0.03532932948,-0.006245668097
0.0393551175,-0.008324006402
0.04506180799,-0.0117351144
0.05345592695,-0.01799061933
0.06565733656,-0.03166227309
0.07917219205,-0.06592701055
0.0480492396,-0.146828735
-0.1001205961,-0.1014860331
-0.05785555951,-0.02043246694
-0.0354288139,-0.01043090097
-0.0244063186,-0.006656855373
-0.01760038856,-0.004837314515
-0.01296757877,-0.003853689953
-0.009635866698,-0.003282246418
-0.007048153592,-0.00286193647
-0.004895304544,-0.002626023577
-0.003056444628,-0.002568742583
-0.001533554699,-0.00267222156
-0.000203703077,-0.002834388775
0.001064363813,-0.003159885808
0.002226369842,-0.003809131885
0.003105396128,-0.004887769365
0.003383043296,-0.006411551808
0.002553187697,-0.008083952694
0.0005293848477,-0.008911686507
-0.002776790966,-0.007967892103
-0.0031486461,-0.004304950506
-0.001777339908,-0.002554652111
-0.0005454676636,-0.001769707482
0.0004102128523,-0.001392744089
0.001178662834,-0.001224452168
0.001729773429,-0.001103504405
0.002200055787,-0.0009177206201
0.002664884866,-0.0007354373735
0.003128871384,-0.0005443927155
0.003634790282,-0.000321592547
0.004229177821,-0.0002051250874
0.004806308068,-0.0002766675447
0.00513403743,-0.000368910921
0.005498942771,-0.0003407965492
0.005860918144,-0.0004119385719
0.006008123836,-0.0005301548521
0.005951719781,-0.0001493758991
0.006643688185,0.0003462161388
0.007263763176,0.0003768589274
0.007792030244,0.0004375403627
0.00831744522,0.0004884376711
0.008868762277,0.0005425473356
0.009476135044,0.0006275638723
0.01020095494,0.0006459206133
0.01098422224,0.0005708233912
0.01175491495,0.0003500493275
0.01248314991,8.79148795E-05
0.01322679104,-0.0002278727196
0.01397087586,-0.0006396627607
0.01463763204,-0.00114459014
0.01521728009,-0.001698410661
0.01562971069,-0.00229207359
0.01564412615,-0.002701639944
0.01589718294,-0.001835651121
0.01802031939,-0.001730950089
0.01948454331,-0.002648931112
0.02065550306,-0.003606923493
0.02181403182,-0.004489960108
0.02320608881,-0.005347213541
0.0250846351,-0.006457660141
0.02741176079,-0.008383822105
0.02973840937,-0.01155191338
0.03121690286,-0.01616365536
0.03118323084,-0.02140318301
0.02990775107,-0.02750518242
0.02526721009,-0.03469347225
0.01450627773,-0.03936703035
0.001000495046,-0.0332042967
-0.0005637654767,-0.01824018736
0.008891980169,-0.01048887732
0.0181053534,-0.01294080982
0.02016780424,-0.01651301018
0.02376347929,-0.01748192109
0.02939826724,-0.02037923293
0.03596560913,-0.02679515253
0.0419249735,-0.03837802715
0.04362409167,-0.05686889633
0.03385171425,-0.08047082589
0.008528206093,-0.09972413541
-0.03288793164,-0.1037496013
-0.06866110578,-0.06856084946
-0.06134026123,-0.03258725994
-0.04832838309,-0.01950703488
-0.03937736596,-0.01397593579
-0.03321589957,-0.01144925854
-0.02913605701,-0.01015924935
-0.02640160014,-0.009326234528
-0.02484221934,-0.00840697086
-0.02354804521,-0.006660866842
-0.02120709818,-0.005113088145
-0.01929921043,-0.004482232333
-0.01766707162,-0.003946397417
-0.01616181829,-0.003534978417
-0.01472515802,-0.003276650495
-0.0132880024,-0.003242443611
-0.01192727665,-0.003628905656
-0.01095722764,-0.004548472463
-0.01103788018,-0.005814275708
-0.0122662951,-0.005984289788
-0.01278983578,-0.00481627216
-0.01237723575,-0.003784815778
-0.0117272115,-0.003154713066
-0.01106328843,-0.00274897603
-0.01038275879,-0.002525840575
-0.009785232352,-0.002575222472
-0.009629806949,-0.002722483245
-0.009496256205,-0.002346286723
-0.009055560704,-0.002130421864
-0.008697208948,-0.002008774658
-0.008364139319,-0.001924025932
-0.008070104771,-0.001864123998
-0.0077868632,-0.001789879735
-0.00754066769,-0.001737897222
-0.007308023802,-0.001700362263
-0.007103716987,-0.001655925755
-0.006933282007,-0.001589887718
-0.006723390286,-0.001536733484
-0.006530207697,-0.001474682223
-0.006353576214,-0.001455602107
-0.006206987818,-0.001449909507
-0.006144234551,-0.001417988514
-0.006101313739,-0.001295261041
-0.005957464993,-0.001080456031
-0.005639811406,-0.0009095801126
-0.005419468974,-0.000969236838
-0.00530001459,-0.0009382551782
-0.005186673896,-0.0008838768004
-0.005038456601,-0.0007943041512
-0.004881329743,-0.0007070960746
-0.004684469975,-0.0006352915044
-0.004479189163,-0.0005587972485
-0.004214376794,-0.0005378271176
-0.003977768162,-0.0006106002238
-0.003825092287,-0.0007066701885
-0.003710589179,-0.0007862413279
-0.003600243031,-0.0009003256248
-0.003583802469,-0.001017987574
-0.003663162683,-0.001046653428
-0.003691966241,-0.0009517141101
-0.003646350604,-0.000844850931
-0.003612168032,-0.0007375044098
-0.003473456321,-0.0005604713528
-0.003249909653,-0.0004898274398
-0.003051918811,-0.0004705133216
-0.002868017491,-0.0004850948284
-0.002673717124,-0.000524077867
-0.002503741412,-0.0006258622747
-0.002399157381,-0.0007654281798
-0.00236903623,-0.0008946882013
-0.002374969101,-0.000977279813
-0.002416394159,-0.0009901172713
-0.002375702447,-0.0009423021647
-0.002321527302,-0.0009155043409
-0.002244921363,-0.0009024505444
-0.002138182308,-0.0008984421151
-0.002019679128,-0.0009340076182
-0.001902950339,-0.001036289233
-0.001892938193,-0.001156842403
-0.001905952482,-0.001214729676
-0.001898722343,-0.001239886159
-0.001894715623,-0.001284367303
-0.001880480418,-0.001327069307
-0.001879072226,-0.001367204028
-0.001883043238,-0.001434334392
-0.001954264654,-0.001479865887
-0.002052526254,-0.001460071039
-0.002102468274,-0.001379038334
-0.00207109373,-0.001284864748
-0.002032629409,-0.001252832167
-0.001994537744,-0.001232480518
-0.001958778505,-0.001224044563
-0.001954600272,-0.001205827521
-0.001917142428,-0.001179748134
-0.001881568377,-0.001179589156
-0.001865992408,-0.001172833289
-0.001850790045,-0.001153689165
-0.001825921601,-0.001134505058
-0.001811234726,-0.001132562953
-0.001772339059,-0.001115178689
-0.001748196553,-0.001119972888
-0.001721412025,-0.001099821337
-0.001698357289,-0.001123153572
-0.001683839078,-0.001091605995
-0.001654549092,-0.001111812057
-0.001652977554,-0.001123872388
-0.001668256651,-0.001113557672
-0.001654144906,-0.001102874669
-0.00164645284,-0.001082409153
-0.001642499682,-0.001057736533
-0.001614314749,-0.0010499608
-0.001615401948,-0.001046530633
-0.001612636846,-0.001022479298
-0.00160979178,-0.001009373934
-0.001607340834,-0.0009667305251
-0.00156545043,-0.0009443469309
-0.001549877595,-0.0009477183116
-0.001540791297,-0.0009187667928
-0.001527502738,-0.0009160676938
-0.001533910071,-0.0008878839001
-0.001510706709,-0.0008475058696
-0.001496804844,-0.0008265778572
-0.001480297044,-0.0007939905179
-0.00145868127,-0.0007726927932
-0.001446595107,-0.0007633742492
-0.001448175763,-0.0007093393249
-0.001406083836,-0.0006490861024
-0.001342638533,-0.0006085607758
-0.001268212311,-0.0005947403463
-0.00124772989,-0.0006389607063
-0.001246879923,-0.0005993025368
-0.00120060302,-0.0005518448441
-0.001141358743,-0.0005305211455
-0.001081150061,-0.0005193526157
-0.001006887659,-0.000532953573
-0.000947705206,-0.0005493939452
-0.0008927661344,-0.0006118288309
-0.0008688175547,-0.0006731862993
-0.0009170812924,-0.0007530101973
-0.001032462289,-0.0007520512056
-0.001090621361,-0.0006364048673
-0.00102333278,-0.0005251300227
-0.0009392216723,-0.0005056712675
-0.000888384289,-0.0005205733879
-0.0008753760774,-0.0005075242924
-0.0008644741716,-0.0004838590511
-0.0008110336075,-0.0004432747491
-0.000726001306,-0.0003992393402
-0.000629448759,-0.0004212820451
-0.0005666270667,-0.0004926916889
-0.000561409024,-0.0005451453406
-0.0005552738232,-0.0005712959543
-0.0005478265855,-0.0005840133249
-0.0005423176069,-0.0005802954517
-0.0005127329332,-0.0005850097342
-0.0004781712943,-0.0006035079782
-0.0004829731852,-0.0006218475774
-0.0004719817241,-0.0006394776672
-0.0004763763427,-0.0006285929032
-0.0004441978901,-0.0006372223559
-0.0004236202639,-0.0006422667488
-0.0003908758229,-0.0006623742336
-0.0003776300477,-0.0007002667968
-0.0003970855027,-0.0007373059732
-0.0004162113934,-0.0007450504622
-0.0004421885946,-0.0007248312945
-0.0004288670346,-0.0006842547798
-0.0004099844056,-0.0006685928642
-0.0003615665579,-0.0006742787691
-0.0003397476462,-0.0006887810722
-0.0003210713837,-0.000712257801
-0.0003118375516,-0.000742269263
-0.0003241081194,-0.000747772686
-0.0003123547737,-0.0007536763536
-0.0002982291155,-0.0007830284495
-0.0003257876368,-0.0008075261369
-0.0003409845868,-0.0007906512364
-0.0003433289548,-0.0007852009958
-0.0003404034985,-0.0007735393896
-0.0003256570789,-0.000788028777
-0.0003277365323,-0.0008011178543
-0.0003548986077,-0.0008163678916
-0.000373032244,-0.0008009956298
-0.0003955654136,-0.0007884469707
-0.0003980707769,-0.000769235181
-0.0004071248099,-0.0007443990735
